,Recommended Mapping Category,Relevancy Label,refSource,Unnamed: 4,category,label,targetType,adword,mappingModality,version,targetLabel,score,version.1
4773,,H,imagenet,,train,bullet train,inclusion,Travel||Air Travel,text+video,1,Travel||Air Travel,0.384862576,1
4774,,H,imagenet,,train,bullet train,inclusion,Travel||Europe Travel,text+video,1,Travel||Europe Travel,0.467837668,1
4775,,H,imagenet,,train,bullet train,inclusion,Travel||Rail Travel,text+video,1,Travel||Rail Travel,0.792701702,1
4776,,L,imagenet,,clothing,bulletproof vest,inclusion,Style & Fashion|||Women's Formal Wear,text+video,2,Style & Fashion|||Women's Formal Wear,0.745220228,"1,2"
4777,,H,audio,,,"Burst, pop",inclusion,Music and Audio,text+video,2,Music and Audio,0.711570145,2
4778,,L,audio,,,"Burst, pop",inclusion,Pop Culture,text+video,2,Pop Culture,0.786626148,2
4779,,H,coco,,COCO,Bus,inclusion,Automotive,text+video,1,Automotive,0.41160780799999996,1
4780,,H,coco,,COCO,Bus,inclusion,Automotive||Commercial Trucks,text+video,1,Automotive||Commercial Trucks,0.383843245,1
4781,,L,coco,,COCO,Bus,inclusion,Automotive||Pickup Trucks,text+video,1,Automotive||Pickup Trucks,0.37843185700000004,1
4782,,L,coco,,COCO,Bus,inclusion,Automotive||Station Wagon,text+video,2,Automotive||Station Wagon,0.7677632940000001,"1,2"
4783,,L,coco,,COCO,Bus,inclusion,Automotive||Van,text+video,1,Automotive||Van,0.598687272,1
4784,,H,coco,,COCO,Bus,inclusion,Automotive|Auto Body Styles,text+video,1,Automotive|Auto Body Styles,0.384691037,1
4785,,N,coco,,COCO,Bus,inclusion,Automotive|Auto Shows,text+video,1,Automotive|Auto Shows,0.37811838799999997,1
4786,,H,coco,,COCO,Bus,inclusion,Business and Finance||Automotive Industry,text+video,1,Business and Finance||Automotive Industry,0.40055863700000005,1
4787,,H,openimage,,50,Bus,inclusion,Business and Finance||Logistics and Transportation Industry,text+video,1,Business and Finance||Logistics and Transportation Industry,0.665299168,1
4788,,N,coco,,COCO,Bus,inclusion,Business and Finance||Technology Industry,text+video,1,Business and Finance||Technology Industry,0.640146665,1
4789,,N,coco,,COCO,Bus,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.414066427,1
4790,,N,coco,,COCO,Bus,inclusion,Home & Garden|Remodeling & Construction,text+video,1,Home & Garden|Remodeling & Construction,0.521290978,1
4791,,N,coco,,COCO,Bus,inclusion,Pets|Reptiles,text+video,1,Pets|Reptiles,0.394540011,1
4792,,L,coco,,COCO,Bus,inclusion,Real Estate|Hotel Properties,text+video,1,Real Estate|Hotel Properties,0.449179786,1
4793,,N,coco,,COCO,Bus,inclusion,Shopping|Children's Games and Toys,text+video,1,Shopping|Children's Games and Toys,0.509147906,1
4794,,N,coco,,COCO,Bus,inclusion,Style & Fashion,text+video,1,Style & Fashion,0.414984364,1
4795,,L,coco,,COCO,Bus,inclusion,Television,text+video,1,Television,0.384957941,1
4796,,H,coco,,6,Bus,inclusion,Travel,text+video,1,Travel,0.8122876459999999,1
4797,,H,coco,,COCO,Bus,inclusion,Travel||Africa Travel,text+video,1,Travel||Africa Travel,0.444994195,1
4798,,H,coco,,COCO,Bus,inclusion,Travel||Rail Travel,text+video,2,Travel||Rail Travel,0.7440669670000001,"1,2"
4799,,N,audio,,,Bus,inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.7677632940000001,2
4800,,N,audio,,,Bus,inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.7440669670000001,2
4801,,N,openimage,,,Bus,inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.7677632940000001,2
4802,,N,openimage,,,Bus,inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.7440669670000001,2
4803,"Travel, Automotive, Automotive ||  Auto Body Styles",H,Places2,,,bus_interior,inclusion,Business and Finance||Logistics and Transportation Industry,text+video,1,Business and Finance||Logistics and Transportation Industry,0.69316711,1
4804,,N,Places2,,,bus_interior,inclusion,Automotive|Auto Body Styles|Station Wagon,text+video,2,Automotive||Station Wagon,0.770681457,2
4805,,L,Places2,,,bus_interior,inclusion,Automotive|Auto Type|Green Vehicles,text+video,2,Automotive||Green Vehicles,0.746513622,2
4806,,N,Places2,,,bus_interior,inclusion,Automotive|Auto Type|Luxury Cars,text+video,2,Automotive||Luxury Cars,0.750748594,2
4807,,N,Places2,,,bus_interior,inclusion,Automotive|Road-Side Assistance,text+video,2,Automotive|Road-Side Assistance,0.731842765,2
4808,,N,Places2,,,bus_interior,inclusion,Travel|Travel Type|Rail Travel,text+video,2,Travel||Rail Travel,0.76468271,2
4809,,N,Places2,,,bus_interior,inclusion,Travel|Travel Type|Air Travel,text+video,2,Travel||Air Travel,0.712207185,2
4810,,L,imagenet,,building,butcher shop,inclusion,Business and Finance||Retail Industry,text+video,1,Business and Finance||Retail Industry,0.6916860420000001,1
4811,,L,imagenet,,building,butcher shop,inclusion,Real Estate|Retail Property,text+video,1,Real Estate|Retail Property,0.69961616,1
4812,,H,imagenet,,building,butcher shop,inclusion,Shopping|Grocery Shopping,text+video,1,Shopping|Grocery Shopping,0.705368833,1
4813,,N,imagenet,,building,butcher shop,inclusion,Movies,text+video,1,Movies,0.389201936,1
4814,,H,Places2,,,butchers_shop,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,1.0,1
4815,,H,Places2,,,butchers_shop,inclusion,Shopping,text+video,2,Shopping,0.71378854,"1,2"
4816,,H,Places2,,,butchers_shop,inclusion,Shopping|Grocery Shopping,text+video,2,Shopping|Grocery Shopping,0.771828847,"1,2"
4817,,N,Places2,,,butchers_shop,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.7189822640000001,2
4818,Pets?,H,openimage,,OID,Butterfly,inclusion,Events and Attractions|Parks & Nature,text+video,1,Events and Attractions|Parks & Nature,0.488762197,1
4819,,N,openimage,,OID,Butterfly,inclusion,Television,text+video,1,Television,0.38163031700000005,1
4820,,N,openimage,,OID,Butterfly,inclusion,Family and Relationships,text+video,1,Family and Relationships,0.383341127,1
4821,,N,openimage,,OID,Butterfly,inclusion,Style & Fashion||Men's Clothing,text+video,1,Style & Fashion||Men's Clothing,0.40104433100000003,1
4822,,N,openimage,,,Butterfly,inclusion,Pets|Birds,text+video,2,Pets|Birds,0.712537328,2
4823,Travel,H,imagenet,,vehicle,cab,inclusion,Automotive,text+video,1,Automotive,0.391973945,1
4824,Travel,H,imagenet,,vehicle,cab,inclusion,Automotive||Minivan,text+video,1,Automotive||Minivan,0.376582885,1
4825,Travel,H,imagenet,,vehicle,cab,inclusion,Automotive|Auto Rentals,text+video,1,Automotive|Auto Rentals,0.40840236,1
4826,Travel,H,imagenet,,vehicle,cab,inclusion,Automotive|Auto Shows,text+video,1,Automotive|Auto Shows,0.37846997200000004,1
4827,,N,imagenet,,vehicle,cab,inclusion,Real Estate|Apartments,text+video,1,Real Estate|Apartments,0.503796699,1
4828,Pets,L,imagenet,,butterfly,cabbage butterfly,inclusion,Shopping|Flower Shopping,text+video,2,Shopping|Flower Shopping,0.7306427240000001,"1,2"
4829,,H,Places2,,cabin,cabin/outdoor,inclusion,Events and Attractions|Outdoor Activities,text+video,2,Events and Attractions|Outdoor Activities,0.834147906,"1,2"
4830,,N,openimage,,,Cabinetry,inclusion,Home & Garden|Home Appliances,text+video,2,Home & Garden|Home Appliances,0.730596129,2
4831,,H,Places2,,,cafeteria,inclusion,Education,text+video,1,Education,0.5050575279999999,1
4832,,N,coco,,COCO,Cake,inclusion,Automotive||Convertible,text+video,1,Automotive||Convertible,0.380017923,1
4833,,N,coco,,COCO,Cake,inclusion,Automotive||Green Vehicles,text+video,1,Automotive||Green Vehicles,0.427747681,1
4834,,H,coco,,COCO,Cake,inclusion,Business and Finance||Food Industry,text+video,1,Business and Finance||Food Industry,0.582540453,1
4835,,L,coco,,COCO,Cake,inclusion,Business and Finance||Healthcare Industry,text+video,1,Business and Finance||Healthcare Industry,0.624562738,1
4836,,L,coco,,COCO,Cake,inclusion,Business and Finance||Hospitality Industry,text+video,1,Business and Finance||Hospitality Industry,0.408014676,1
4837,,L,coco,,COCO,Cake,inclusion,Business and Finance||Technology Industry,text+video,1,Business and Finance||Technology Industry,0.741550229,1
4838,,N,coco,,COCO,Cake,inclusion,Education|Primary Education,text+video,1,Education|Primary Education,0.432905462,1
4839,,H,coco,,COCO,Cake,inclusion,Events and Attractions||Birthday,text+video,2,Events and Attractions||Birthday,0.882093586,"1,2"
4840,,L,coco,,COCO,Cake,inclusion,Events and Attractions|Casinos & Gambling,text+video,1,Events and Attractions|Casinos & Gambling,0.426343284,1
4841,,L,coco,,COCO,Cake,inclusion,Events and Attractions|Comedy Events,text+video,1,Events and Attractions|Comedy Events,0.40241809,1
4842,,N,coco,,COCO,Cake,inclusion,Events and Attractions|Outdoor Activities,text+video,1,Events and Attractions|Outdoor Activities,0.477062098,1
4843,,L,coco,,COCO,Cake,inclusion,Events and Attractions|Zoos & Aquariums,text+video,1,Events and Attractions|Zoos & Aquariums,0.39812833200000003,1
4844,,H,coco,,COCO,Cake,inclusion,Food & Drink,text+video,1,Food & Drink,0.943000865,1
4845,,H,coco,,COCO,Cake,inclusion,Food & Drink|Barbecues and Grilling,text+video,1,Food & Drink|Barbecues and Grilling,0.587406715,1
4846,,H,coco,,COCO,Cake,inclusion,Food & Drink|Cooking,text+video,1,Food & Drink|Cooking,0.40979599,1
4847,,H,coco,,COCO,Cake,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.931485662,"1,2"
4848,,H,coco,,COCO,Cake,inclusion,Food & Drink|Dining Out,text+video,1,Food & Drink|Dining Out,0.47279832299999996,1
4849,,L,coco,,COCO,Cake,inclusion,Food & Drink|Non-Alcoholic Beverages,text+video,1,Food & Drink|Non-Alcoholic Beverages,0.37802028200000004,1
4850,,H,coco,,COCO,Cake,inclusion,Food & Drink|World Cuisines,text+video,1,Food & Drink|World Cuisines,0.605904786,1
4851,,N,coco,,COCO,Cake,inclusion,Hobbies & Interests||Board Games and Puzzles,text+video,1,Hobbies & Interests||Board Games and Puzzles,0.612569205,1
4852,,N,coco,,COCO,Cake,inclusion,Hobbies & Interests|Games and Puzzles,text+video,1,Hobbies & Interests|Games and Puzzles,0.653759843,1
4853,,L,coco,,COCO,Cake,inclusion,Home & Garden,text+video,1,Home & Garden,0.436439718,1
4854,,L,coco,,COCO,Cake,inclusion,Home & Garden|Gardening,text+video,1,Home & Garden|Gardening,0.491555842,1
4855,,L,coco,,COCO,Cake,inclusion,Home & Garden|Home Entertaining,text+video,1,Home & Garden|Home Entertaining,0.4113637,1
4856,,N,coco,,COCO,Cake,inclusion,Pets|Large Animals,text+video,1,Pets|Large Animals,0.420613691,1
4857,,N,coco,,COCO,Cake,inclusion,Pets|Reptiles,text+video,1,Pets|Reptiles,0.474715703,1
4858,,N,coco,,COCO,Cake,inclusion,Real Estate,text+video,1,Real Estate,0.429978769,1
4859,,N,coco,,COCO,Cake,inclusion,Science,text+video,1,Science,0.9021226240000001,1
4860,,N,coco,,COCO,Cake,inclusion,Science|Space and Astronomy,text+video,1,Science|Space and Astronomy,1.0,1
4861,,N,coco,,COCO,Cake,inclusion,Shopping|Children's Games and Toys,text+video,1,Shopping|Children's Games and Toys,0.783837515,1
4862,,N,coco,,COCO,Cake,inclusion,Shopping|Flower Shopping,text+video,1,Shopping|Flower Shopping,0.39838856200000006,1
4863,,N,coco,,COCO,Cake,inclusion,Shopping|Holiday Shopping,text+video,1,Shopping|Holiday Shopping,0.40970329899999997,1
4864,,N,coco,,COCO,Cake,inclusion,Shopping|Household Supplies,text+video,1,Shopping|Household Supplies,0.39138649799999997,1
4865,,N,coco,,COCO,Cake,inclusion,Style & Fashion,text+video,1,Style & Fashion,0.38674885700000006,1
4866,,N,coco,,COCO,Cake,inclusion,Style & Fashion||Makeup and Accessories,text+video,1,Style & Fashion||Makeup and Accessories,0.610630975,1
4867,,N,coco,,COCO,Cake,inclusion,Style & Fashion||Nail Care,text+video,1,Style & Fashion||Nail Care,0.397886974,1
4868,,N,coco,,COCO,Cake,inclusion,Style & Fashion||Oral care,text+video,1,Style & Fashion||Oral care,0.460926954,1
4869,,N,coco,,COCO,Cake,inclusion,Style & Fashion||Perfume and Fragrance,text+video,1,Style & Fashion||Perfume and Fragrance,0.42843662200000004,1
4870,,N,coco,,COCO,Cake,inclusion,Style & Fashion|Beauty,text+video,1,Style & Fashion|Beauty,0.382901276,1
4871,,N,coco,,COCO,Cake,inclusion,Travel||Africa Travel,text+video,1,Travel||Africa Travel,0.427890256,1
4872,,N,coco,,COCO,Cake,inclusion,Travel||Cruises,text+video,1,Travel||Cruises,0.396135584,1
4873,,N,coco,,COCO,Cake,inclusion,Travel||Europe Travel,text+video,1,Travel||Europe Travel,0.460941881,1
4874,,N,coco,,COCO,Cake,inclusion,Travel||Polar Travel,text+video,1,Travel||Polar Travel,0.52044843,1
4875,,N,coco,,COCO,Cake,inclusion,Travel||South America Travel,text+video,1,Travel||South America Travel,1.0,1
4876,,N,coco,,COCO,Cake,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.40507720399999997,1
4877,,N,coco,,COCO,Cake,inclusion,Video Gaming,text+video,1,Video Gaming,0.406157186,1
4878,,N,coco,,COCO,Cake,inclusion,Family and Relationships||Daycare and Pre-School,text+video,1,Family and Relationships||Daycare and Pre-School,0.409513367,1
4879,,L,coco,,COCO,Cake,inclusion,Healthy Living,text+video,1,Healthy Living,0.743733399,1
4880,,N,coco,,COCO,Cake,inclusion,Style & Fashion||Women's Shoes and Footwear,text+video,1,Style & Fashion||Women's Shoes and Footwear,0.42148081299999995,1
4881,,H,coco,,,Cake,inclusion,Events and Attractions|Personal Celebrations & Life Events|Wedding,text+video,2,Events and Attractions||Wedding,0.737566408,2
4882,,H,openimage,,,Cake,inclusion,Events and Attractions|Personal Celebrations & Life Events|Wedding,text+video,2,Events and Attractions||Wedding,0.737566408,2
4883,,H,openimage,,,Cake,inclusion,Events and Attractions|Personal Celebrations & Life Events|Birthday,text+video,2,Events and Attractions||Birthday,0.8263381940000001,2
4884,,H,openimage,,,Cake,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.8714338690000001,2
4885,Home & Garden,H,openimage,,OID,Cake stand,inclusion,Events and Attractions||Birthday,text+video,2,Events and Attractions||Birthday,0.7303410220000001,"1,2"
4886,Home & Garden,H,openimage,,546,Cake stand,inclusion,Food & Drink|Desserts and Baking,text+video,2,Food & Drink|Desserts and Baking,0.8175827040000001,"1,2"
4887,,L,openimage,,,Cake stand,inclusion,Food & Drink,text+video,2,Food & Drink,0.7190339859999999,2
4888,,L,openimage,,,Cake stand,inclusion,Food & Drink|Dining Out,text+video,2,Food & Drink|Dining Out,0.713550255,2
4889,,H,openimage,,,Cake stand,inclusion,Events and Attractions|Personal Celebrations & Life Events|Wedding,text+video,2,Events and Attractions||Wedding,0.710812628,2
4890,,N,openimage,,OID,Camera,inclusion,Automotive|Auto Parts,text+video,1,Automotive|Auto Parts,0.431280052,1
4891,,H,audio,,,Camera,inclusion,Home & Garden|Home Security,text+video,1,Home & Garden|Home Security,0.752031703,1
4892,,H,audio,,,Camera,inclusion,Technology & Computing|Consumer Electronics|Cameras and Camcorders,text+video,2,Technology & Computing||Cameras and Camcorders,0.84518538,2
4893,,H,openimage,,OID,Camera,inclusion,Home & Garden|Home Appliances,text+video,1,Home & Garden|Home Appliances,0.45815159,1
4894,,H,openimage,,OID,Camera,inclusion,Science|Space and Astronomy,text+video,1,Science|Space and Astronomy,0.604111456,1
4895,,N,openimage,,OID,Camera,inclusion,Style & Fashion||Shaving,text+video,1,Style & Fashion||Shaving,0.407420994,1
4896,,H,openimage,,OID,Camera,inclusion,Technology & Computing||Cameras and Camcorders,text+video,2,Technology & Computing||Cameras and Camcorders,0.9473197959999999,"1,2"
4897,,H,openimage,,499,Camera,inclusion,Technology & Computing|Consumer Electronics,text+video,1,Technology & Computing|Consumer Electronics,0.682950836,1
4898,,H,openimage,,OID,Camera,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.408787567,1
4899,,N,Places2,,,campsite,inclusion,Automotive|Road-Side Assistance,text+video,1,Automotive|Road-Side Assistance,0.40866014100000003,1
4900,,H,Places2,,,campsite,inclusion,Travel||Camping,text+video,2,Travel||Camping,0.9442999990000001,"1,2"
4901,,H,Places2,,,campsite,inclusion,Travel|Travel Accessories,text+video,1,Travel|Travel Accessories,0.45090659,1
4902,,H,Places2,,,campus,inclusion,Business and Finance||Education industry,text+video,1,Business and Finance||Education industry,0.540566286,1
4903,,H,Places2,,,campus,inclusion,Education,text+video,1,Education,0.544762049,1
4904,,H,Places2,,,campus,inclusion,Education|College Education,text+video,2,Education|College Education,0.7904616740000001,"1,2"
4905,,H,Places2,,,campus,inclusion,Events and Attractions|Personal Celebrations & Life Events|Graduation,text+video,2,Events and Attractions||Graduation,0.703703546,2
4906,,N,openimage,,,Can opener,inclusion,Home & Garden|Smart Home,text+video,2,Home & Garden|Smart Home,0.734018517,2
4907,,N,openimage,,,Can opener,inclusion,Home & Garden|Home Entertaining,text+video,2,Home & Garden|Home Entertaining,0.723091055,2
4908,,H,Places2,,canal,canal/urban,inclusion,Travel||Europe Travel,text+video,1,Travel||Europe Travel,0.7601499190000001,1
4909,,H,openimage,,OID,Candle,inclusion,Events and Attractions||Birthday,text+video,1,Events and Attractions||Birthday,0.39271955399999997,1
4910,,H,imagenet,,tool,candle,inclusion,Events and Attractions||Birthday,text+video,1,Events and Attractions||Birthday,1.0,1
4911,,H,imagenet,,tool,candle,inclusion,Food & Drink|Desserts and Baking,text+video,1,Food & Drink|Desserts and Baking,0.438649886,1
